Division Name,School Name,English Learners,Total Count,Sch_Div
Middlesex County,St. Clare Walker Middle,Y,,St. Clare Walker Middle Middlesex County Public Schools
Montgomery County,Auburn Elementary,N,543,Auburn Elementary Montgomery County Public Schools
Montgomery County,Auburn Elementary,Y,,Auburn Elementary Montgomery County Public Schools
Montgomery County,Auburn High,N,370,Auburn High Montgomery County Public Schools
Montgomery County,Auburn Middle,N,285,Auburn Middle Montgomery County Public Schools
Montgomery County,Belview Elementary,N,261,Belview Elementary Montgomery County Public Schools
Montgomery County,Belview Elementary,Y,11,Belview Elementary Montgomery County Public Schools
Montgomery County,Blacksburg High,N,"1,275",Blacksburg High Montgomery County Public Schools
Montgomery County,Blacksburg High,Y,31,Blacksburg High Montgomery County Public Schools
Montgomery County,Blacksburg Middle,N,866,Blacksburg Middle Montgomery County Public Schools
Montgomery County,Blacksburg Middle,Y,29,Blacksburg Middle Montgomery County Public Schools
Montgomery County,Christiansburg Elementary,N,366,Christiansburg Elementary Montgomery County Public Schools
Montgomery County,Christiansburg Elementary,Y,13,Christiansburg Elementary Montgomery County Public Schools
Montgomery County,Christiansburg High,N,"1,065",Christiansburg High Montgomery County Public Schools
Montgomery County,Christiansburg High,Y,22,Christiansburg High Montgomery County Public Schools
Montgomery County,Christiansburg Middle,N,757,Christiansburg Middle Montgomery County Public Schools
Montgomery County,Christiansburg Middle,Y,21,Christiansburg Middle Montgomery County Public Schools
Montgomery County,Christiansburg Primary,N,407,Christiansburg Primary Montgomery County Public Schools
Montgomery County,Christiansburg Primary,Y,25,Christiansburg Primary Montgomery County Public Schools
Montgomery County,Eastern Montgomery Elementary,N,379,Eastern Montgomery Elementary Montgomery County Public Schools
Montgomery County,Eastern Montgomery Elementary,Y,14,Eastern Montgomery Elementary Montgomery County Public Schools
Montgomery County,Eastern Montgomery High,N,285,Eastern Montgomery High Montgomery County Public Schools
Montgomery County,Eastern Montgomery High,Y,,Eastern Montgomery High Montgomery County Public Schools
Montgomery County,Falling Branch Elementary,N,537,Falling Branch Elementary Montgomery County Public Schools
Montgomery County,Falling Branch Elementary,Y,21,Falling Branch Elementary Montgomery County Public Schools
Montgomery County,Gilbert Linkous Elementary,N,279,Gilbert Linkous Elementary Montgomery County Public Schools
Montgomery County,Gilbert Linkous Elementary,Y,21,Gilbert Linkous Elementary Montgomery County Public Schools
Montgomery County,Harding Avenue Elementary,N,251,Harding Avenue Elementary Montgomery County Public Schools
Montgomery County,Harding Avenue Elementary,Y,15,Harding Avenue Elementary Montgomery County Public Schools
Montgomery County,Kipps Elementary,N,317,Kipps Elementary Montgomery County Public Schools
Montgomery County,Kipps Elementary,Y,47,Kipps Elementary Montgomery County Public Schools
Montgomery County,Margaret Beeks Elementary,N,335,Margaret Beeks Elementary Montgomery County Public Schools
Montgomery County,Margaret Beeks Elementary,Y,26,Margaret Beeks Elementary Montgomery County Public Schools
Montgomery County,Prices Fork Elementary,N,408,Prices Fork Elementary Montgomery County Public Schools
Montgomery County,Prices Fork Elementary,Y,38,Prices Fork Elementary Montgomery County Public Schools
Montgomery County,Shawsville Middle,N,195,Shawsville Middle Montgomery County Public Schools
Montgomery County,Shawsville Middle,Y,,Shawsville Middle Montgomery County Public Schools
Nelson County,Nelson County High,N,536,Nelson County High Nelson County Public Schools
Nelson County,Nelson County High,Y,,Nelson County High Nelson County Public Schools
Nelson County,Nelson Middle,N,335,Nelson Middle Nelson County Public Schools
Nelson County,Nelson Middle,Y,17,Nelson Middle Nelson County Public Schools
Nelson County,Rockfish River Elementary,N,257,Rockfish River Elementary Nelson County Public Schools
Nelson County,Rockfish River Elementary,Y,25,Rockfish River Elementary Nelson County Public Schools
Nelson County,Tye River Elementary,N,336,Tye River Elementary Nelson County Public Schools
Nelson County,Tye River Elementary,Y,11,Tye River Elementary Nelson County Public Schools
New Kent County,George W. Watkins Elementary,N,722,George W. Watkins Elementary New Kent County Public Schools
New Kent County,George W. Watkins Elementary,Y,,George W. Watkins Elementary New Kent County Public Schools
New Kent County,New Kent Elementary,N,692,New Kent Elementary New Kent County Public Schools
New Kent County,New Kent Elementary,Y,,New Kent Elementary New Kent County Public Schools
New Kent County,New Kent High,N,"1,073",New Kent High New Kent County Public Schools
New Kent County,New Kent High,Y,,New Kent High New Kent County Public Schools
New Kent County,New Kent Middle,N,752,New Kent Middle New Kent County Public Schools
New Kent County,New Kent Middle,Y,11,New Kent Middle New Kent County Public Schools
Newport News City,Achievable Dream Academy,N,586,Achievable Dream Academy Newport News City Public Schools
Newport News City,Achievable Dream Academy,Y,15,Achievable Dream Academy Newport News City Public Schools
Newport News City,Achievable Dream Middle/High,N,499,Achievable Dream Middle/High Newport News City Public Schools
Newport News City,Achievable Dream Middle/High,Y,,Achievable Dream Middle/High Newport News City Public Schools
Newport News City,B.C. Charles Elementary,N,354,B.C. Charles Elementary Newport News City Public Schools
Newport News City,B.C. Charles Elementary,Y,14,B.C. Charles Elementary Newport News City Public Schools
Newport News City,B.T. Washington Middle,N,402,B.T. Washington Middle Newport News City Public Schools
Newport News City,Carver Elementary,N,524,Carver Elementary Newport News City Public Schools
Newport News City,Carver Elementary,Y,62,Carver Elementary Newport News City Public Schools
Newport News City,Crittenden Middle,N,846,Crittenden Middle Newport News City Public Schools
Newport News City,Crittenden Middle,Y,31,Crittenden Middle Newport News City Public Schools
Newport News City,David A. Dutrow Elementary,N,440,David A. Dutrow Elementary Newport News City Public Schools
Newport News City,David A. Dutrow Elementary,Y,18,David A. Dutrow Elementary Newport News City Public Schools
Newport News City,Deer Park Elementary,N,521,Deer Park Elementary Newport News City Public Schools
Newport News City,Deer Park Elementary,Y,,Deer Park Elementary Newport News City Public Schools
Newport News City,Denbigh Early Childhood Center,N,381,Denbigh Early Childhood Center Newport News City Public Schools
Newport News City,Denbigh Early Childhood Center,Y,,Denbigh Early Childhood Center Newport News City Public Schools
Newport News City,Denbigh High,N,"1,012",Denbigh High Newport News City Public Schools
Newport News City,Denbigh High,Y,171,Denbigh High Newport News City Public Schools
Newport News City,Discovery STEM Academy,N,549,Discovery STEM Academy Newport News City Public Schools
Newport News City,Discovery STEM Academy,Y,,Discovery STEM Academy Newport News City Public Schools
Newport News City,Ella J. Fitzgerald Middle,N,952,Ella J. Fitzgerald Middle Newport News City Public Schools
Newport News City,Ella J. Fitzgerald Middle,Y,106,Ella J. Fitzgerald Middle Newport News City Public Schools
Newport News City,Ethel M. Gildersleeve Middle,N,925,Ethel M. Gildersleeve Middle Newport News City Public Schools
Newport News City,Ethel M. Gildersleeve Middle,Y,102,Ethel M. Gildersleeve Middle Newport News City Public Schools
Newport News City,General Stanford Elementary,N,465,General Stanford Elementary Newport News City Public Schools
Newport News City,General Stanford Elementary,Y,20,General Stanford Elementary Newport News City Public Schools
Newport News City,George J. McIntosh Elementary,N,348,George J. McIntosh Elementary Newport News City Public Schools
Newport News City,George J. McIntosh Elementary,Y,68,George J. McIntosh Elementary Newport News City Public Schools
Newport News City,Heritage High,N,"1,159",Heritage High Newport News City Public Schools
Newport News City,Heritage High,Y,,Heritage High Newport News City Public Schools
Newport News City,Hidenwood Elementary,N,519,Hidenwood Elementary Newport News City Public Schools
Newport News City,Hidenwood Elementary,Y,22,Hidenwood Elementary Newport News City Public Schools
Newport News City,Hilton Elementary,N,360,Hilton Elementary Newport News City Public Schools
Newport News City,Hilton Elementary,Y,15,Hilton Elementary Newport News City Public Schools
Newport News City,Homer L. Hines Middle,N,892,Homer L. Hines Middle Newport News City Public Schools
Newport News City,Homer L. Hines Middle,Y,,Homer L. Hines Middle Newport News City Public Schools
Newport News City,Huntington Middle,N,280,Huntington Middle Newport News City Public Schools
Newport News City,Huntington Middle,Y,,Huntington Middle Newport News City Public Schools
Newport News City,John Marshall Early Childhood Center,N,220,John Marshall Early Childhood Center Newport News City Public Schools
Newport News City,John Marshall Early Childhood Center,Y,,John Marshall Early Childhood Center Newport News City Public Schools
Newport News City,Joseph H. Saunders Elementary,N,490,Joseph H. Saunders Elementary Newport News City Public Schools
Newport News City,Joseph H. Saunders Elementary,Y,112,Joseph H. Saunders Elementary Newport News City Public Schools
Newport News City,Katherine Johnson Elementary,N,478,Katherine Johnson Elementary Newport News City Public Schools
Newport News City,Katherine Johnson Elementary,Y,27,Katherine Johnson Elementary Newport News City Public Schools
Newport News City,Kiln Creek Elementary,N,595,Kiln Creek Elementary Newport News City Public Schools
Newport News City,Kiln Creek Elementary,Y,24,Kiln Creek Elementary Newport News City Public Schools
Newport News City,Knollwood Meadows Elementary,N,429,Knollwood Meadows Elementary Newport News City Public Schools
Newport News City,Knollwood Meadows Elementary,Y,17,Knollwood Meadows Elementary Newport News City Public Schools
Newport News City,L.F. Palmer Elementary,N,299,L.F. Palmer Elementary Newport News City Public Schools
Newport News City,L.F. Palmer Elementary,Y,111,L.F. Palmer Elementary Newport News City Public Schools
Newport News City,Mary Passage Middle,N,922,Mary Passage Middle Newport News City Public Schools
Newport News City,Mary Passage Middle,Y,,Mary Passage Middle Newport News City Public Schools
Newport News City,Menchville High,N,"1,566",Menchville High Newport News City Public Schools
Newport News City,Menchville High,Y,153,Menchville High Newport News City Public Schools
Newport News City,Newsome Park Elementary,N,472,Newsome Park Elementary Newport News City Public Schools
Newport News City,Newsome Park Elementary,Y,15,Newsome Park Elementary Newport News City Public Schools
Newport News City,Oliver C. Greenwood Elementary,N,438,Oliver C. Greenwood Elementary Newport News City Public Schools
Newport News City,Oliver C. Greenwood Elementary,Y,106,Oliver C. Greenwood Elementary Newport News City Public Schools
Newport News City,Richard T. Yates Elementary,N,378,Richard T. Yates Elementary Newport News City Public Schools
Newport News City,Richard T. Yates Elementary,Y,,Richard T. Yates Elementary Newport News City Public Schools
Newport News City,Richneck Elementary,N,558,Richneck Elementary Newport News City Public Schools
Newport News City,Richneck Elementary,Y,25,Richneck Elementary Newport News City Public Schools
Newport News City,Riverside Elementary,N,463,Riverside Elementary Newport News City Public Schools
Newport News City,Riverside Elementary,Y,22,Riverside Elementary Newport News City Public Schools
Newport News City,Sedgefield Elementary,N,404,Sedgefield Elementary Newport News City Public Schools
Newport News City,Sedgefield Elementary,Y,36,Sedgefield Elementary Newport News City Public Schools
Newport News City,Stoney Run Elementary,N,408,Stoney Run Elementary Newport News City Public Schools
Newport News City,Stoney Run Elementary,Y,60,Stoney Run Elementary Newport News City Public Schools
Newport News City,T. Ryland Sanford Elementary,N,455,T. Ryland Sanford Elementary Newport News City Public Schools
Newport News City,T. Ryland Sanford Elementary,Y,48,T. Ryland Sanford Elementary Newport News City Public Schools
Newport News City,Warwick High,N,"1,586",Warwick High Newport News City Public Schools
Newport News City,Warwick High,Y,14,Warwick High Newport News City Public Schools
Newport News City,Watkins Early Childhood Center,N,392,Watkins Early Childhood Center Newport News City Public Schools
Newport News City,Willis A. Jenkins Elementary,N,400,Willis A. Jenkins Elementary Newport News City Public Schools
Newport News City,Willis A. Jenkins Elementary,Y,61,Willis A. Jenkins Elementary Newport News City Public Schools
Newport News City,Woodside High,N,"1,708",Woodside High Newport News City Public Schools
Newport News City,Woodside High,Y,18,Woodside High Newport News City Public Schools
Norfolk City,Academy for Discovery at Lakewood,N,708,Academy for Discovery at Lakewood Norfolk City Public Schools
Norfolk City,Academy for Discovery at Lakewood,Y,,Academy for Discovery at Lakewood Norfolk City Public Schools
Norfolk City,Azalea Gardens Middle,N,778,Azalea Gardens Middle Norfolk City Public Schools
Norfolk City,Azalea Gardens Middle,Y,47,Azalea Gardens Middle Norfolk City Public Schools
Norfolk City,Bay View Elementary,N,498,Bay View Elementary Norfolk City Public Schools
Norfolk City,Bay View Elementary,Y,18,Bay View Elementary Norfolk City Public Schools
Norfolk City,Berkley/Campostella Early Childhood Education Center,N,166,Berkley/Campostella Early Childhood Education Center Norfolk City Public Schools
Norfolk City,Blair Middle,N,"1,175",Blair Middle Norfolk City Public Schools
Norfolk City,Blair Middle,Y,25,Blair Middle Norfolk City Public Schools
Norfolk City,Booker T Washington High,N,954,Booker T Washington High Norfolk City Public Schools
Norfolk City,Booker T Washington High,Y,18,Booker T Washington High Norfolk City Public Schools
Norfolk City,Camp Allen Elementary,N,392,Camp Allen Elementary Norfolk City Public Schools
Norfolk City,Camp Allen Elementary,Y,19,Camp Allen Elementary Norfolk City Public Schools
Norfolk City,Chesterfield Academy Elementary,N,317,Chesterfield Academy Elementary Norfolk City Public Schools
Norfolk City,Chesterfield Academy Elementary,Y,,Chesterfield Academy Elementary Norfolk City Public Schools
Norfolk City,Coleman Place Elementary,N,584,Coleman Place Elementary Norfolk City Public Schools
Norfolk City,Coleman Place Elementary,Y,28,Coleman Place Elementary Norfolk City Public Schools
Norfolk City,Crossroads Elementary,N,685,Crossroads Elementary Norfolk City Public Schools
Norfolk City,Crossroads Elementary,Y,71,Crossroads Elementary Norfolk City Public Schools
Norfolk City,Easton Preschool,N,87,Easton Preschool Norfolk City Public Schools
Norfolk City,Ghent K-8,N,485,Ghent K-8 Norfolk City Public Schools
Norfolk City,Granby Elementary,N,485,Granby Elementary Norfolk City Public Schools
Norfolk City,Granby Elementary,Y,11,Granby Elementary Norfolk City Public Schools
Norfolk City,Granby High,N,"1,779",Granby High Norfolk City Public Schools
Norfolk City,Granby High,Y,68,Granby High Norfolk City Public Schools
Norfolk City,Ingleside Elementary,N,484,Ingleside Elementary Norfolk City Public Schools
Norfolk City,Ingleside Elementary,Y,11,Ingleside Elementary Norfolk City Public Schools
Norfolk City,Jacox Elementary,N,536,Jacox Elementary Norfolk City Public Schools
Norfolk City,Jacox Elementary,Y,,Jacox Elementary Norfolk City Public Schools
Norfolk City,James Monroe Elementary,N,251,James Monroe Elementary Norfolk City Public Schools
Norfolk City,James Monroe Elementary,Y,,James Monroe Elementary Norfolk City Public Schools
Norfolk City,Lake Taylor,N,602,Lake Taylor Norfolk City Public Schools
Norfolk City,Lake Taylor,Y,38,Lake Taylor Norfolk City Public Schools
Norfolk City,Lake Taylor High,N,963,Lake Taylor High Norfolk City Public Schools
Norfolk City,Lake Taylor High,Y,36,Lake Taylor High Norfolk City Public Schools
Norfolk City,Larchmont Elementary,N,435,Larchmont Elementary Norfolk City Public Schools
Norfolk City,Larchmont Elementary,Y,11,Larchmont Elementary Norfolk City Public Schools
Norfolk City,Larrymore Elementary,N,525,Larrymore Elementary Norfolk City Public Schools
Norfolk City,Larrymore Elementary,Y,32,Larrymore Elementary Norfolk City Public Schools
Norfolk City,Lindenwood Elementary,N,276,Lindenwood Elementary Norfolk City Public Schools
Norfolk City,Lindenwood Elementary,Y,,Lindenwood Elementary Norfolk City Public Schools
Norfolk City,Little Creek Elementary,N,489,Little Creek Elementary Norfolk City Public Schools
Norfolk City,Little Creek Elementary,Y,95,Little Creek Elementary Norfolk City Public Schools
Norfolk City,Mary Calcott Elementary,N,398,Mary Calcott Elementary Norfolk City Public Schools
Norfolk City,Mary Calcott Elementary,Y,31,Mary Calcott Elementary Norfolk City Public Schools
Norfolk City,Matthew Fontaine Maury High,N,"1,610",Matthew Fontaine Maury High Norfolk City Public Schools
Norfolk City,Matthew Fontaine Maury High,Y,,Matthew Fontaine Maury High Norfolk City Public Schools
Norfolk City,Northside Middle,N,701,Northside Middle Norfolk City Public Schools
Norfolk City,Northside Middle,Y,52,Northside Middle Norfolk City Public Schools
Norfolk City,Norview Elementary,N,377,Norview Elementary Norfolk City Public Schools
Norfolk City,Norview Elementary,Y,20,Norview Elementary Norfolk City Public Schools
Norfolk City,Norview High,N,"1,743",Norview High Norfolk City Public Schools
Norfolk City,Norview High,Y,125,Norview High Norfolk City Public Schools
Norfolk City,Norview Middle,N,"1,185",Norview Middle Norfolk City Public Schools
Norfolk City,Norview Middle,Y,68,Norview Middle Norfolk City Public Schools
Norfolk City,Ocean View Elementary,N,454,Ocean View Elementary Norfolk City Public Schools
Norfolk City,Ocean View Elementary,Y,37,Ocean View Elementary Norfolk City Public Schools
Norfolk City,Oceanair Elementary,N,364,Oceanair Elementary Norfolk City Public Schools
Norfolk City,Oceanair Elementary,Y,76,Oceanair Elementary Norfolk City Public Schools
Norfolk City,P.B. Young Sr. Elementary,N,292,P.B. Young Sr. Elementary Norfolk City Public Schools
Norfolk City,Richard Bowling Elementary,N,464,Richard Bowling Elementary Norfolk City Public Schools
Norfolk City,Richard Bowling Elementary,Y,,Richard Bowling Elementary Norfolk City Public Schools
Norfolk City,Sewells Point Elementary,N,494,Sewells Point Elementary Norfolk City Public Schools
Norfolk City,Sewells Point Elementary,Y,11,Sewells Point Elementary Norfolk City Public Schools
Norfolk City,Sherwood Forest Elementary,N,426,Sherwood Forest Elementary Norfolk City Public Schools
Norfolk City,Sherwood Forest Elementary,Y,21,Sherwood Forest Elementary Norfolk City Public Schools
Norfolk City,Southside STEM Academy at Campostella,N,864,Southside STEM Academy at Campostella Norfolk City Public Schools
Norfolk City,Southside STEM Academy at Campostella,Y,,Southside STEM Academy at Campostella Norfolk City Public Schools
Norfolk City,St. Helena Elementary,N,228,St. Helena Elementary Norfolk City Public Schools
Norfolk City,Suburban Park Elementary,N,416,Suburban Park Elementary Norfolk City Public Schools
Norfolk City,Suburban Park Elementary,Y,29,Suburban Park Elementary Norfolk City Public Schools
Norfolk City,Tanners Creek Elementary,N,502,Tanners Creek Elementary Norfolk City Public Schools
Norfolk City,Tanners Creek Elementary,Y,45,Tanners Creek Elementary Norfolk City Public Schools
Norfolk City,Tarrallton Elementary,N,314,Tarrallton Elementary Norfolk City Public Schools
Norfolk City,Tarrallton Elementary,Y,,Tarrallton Elementary Norfolk City Public Schools
Norfolk City,Tidewater Park Elementary,N,190,Tidewater Park Elementary Norfolk City Public Schools
Norfolk City,Walter Herron Taylor Elementary,N,307,Walter Herron Taylor Elementary Norfolk City Public Schools
Norfolk City,Walter Herron Taylor Elementary,Y,,Walter Herron Taylor Elementary Norfolk City Public Schools
Norfolk City,Willard Model Elementary,N,464,Willard Model Elementary Norfolk City Public Schools
Norfolk City,Willard Model Elementary,Y,21,Willard Model Elementary Norfolk City Public Schools
Norfolk City,William H. Ruffner Middle,N,522,William H. Ruffner Middle Norfolk City Public Schools
Norfolk City,William H. Ruffner Middle,Y,,William H. Ruffner Middle Norfolk City Public Schools
Norfolk City,Willoughby Early Childhood Center,N,123,Willoughby Early Childhood Center Norfolk City Public Schools
Northampton County,Kiptopeke Elementary,N,307,Kiptopeke Elementary Northampton County Public Schools
Northampton County,Kiptopeke Elementary,Y,43,Kiptopeke Elementary Northampton County Public Schools
Northampton County,Northampton High,N,383,Northampton High Northampton County Public Schools
Northampton County,Northampton High,Y,31,Northampton High Northampton County Public Schools
Northampton County,Northampton Middle,N,162,Northampton Middle Northampton County Public Schools
Northampton County,Northampton Middle,Y,10,Northampton Middle Northampton County Public Schools
Northampton County,Occohannock Elementary,N,320,Occohannock Elementary Northampton County Public Schools
Northampton County,Occohannock Elementary,Y,31,Occohannock Elementary Northampton County Public Schools
Northumberland County,Northumberland Elementary,N,520,Northumberland Elementary Northumberland County Public Schools
Northumberland County,Northumberland Elementary,Y,18,Northumberland Elementary Northumberland County Public Schools
Northumberland County,Northumberland High,N,357,Northumberland High Northumberland County Public Schools
Northumberland County,Northumberland High,Y,,Northumberland High Northumberland County Public Schools
Northumberland County,Northumberland Middle,N,265,Northumberland Middle Northumberland County Public Schools
Northumberland County,Northumberland Middle,Y,,Northumberland Middle Northumberland County Public Schools
Norton City,J.I. Burton High,N,320,J.I. Burton High Norton City Public Schools
Norton City,J.I. Burton High,Y,,J.I. Burton High Norton City Public Schools
Norton City,Norton Elementary,N,501,Norton Elementary Norton City Public Schools
Norton City,Norton Elementary,Y,,Norton Elementary Norton City Public Schools
Nottoway County,Blackstone Primary,N,370,Blackstone Primary Nottoway County Public Schools
Nottoway County,Blackstone Primary,Y,18,Blackstone Primary Nottoway County Public Schools
Nottoway County,Crewe Primary,N,340,Crewe Primary Nottoway County Public Schools
Nottoway County,Crewe Primary,Y,17,Crewe Primary Nottoway County Public Schools
Nottoway County,Nottoway High,N,541,Nottoway High Nottoway County Public Schools
Nottoway County,Nottoway High,Y,17,Nottoway High Nottoway County Public Schools
Nottoway County,Nottoway Intermediate,N,222,Nottoway Intermediate Nottoway County Public Schools
Nottoway County,Nottoway Intermediate,Y,10,Nottoway Intermediate Nottoway County Public Schools
Nottoway County,Nottoway Middle,N,254,Nottoway Middle Nottoway County Public Schools
Nottoway County,Nottoway Middle,Y,15,Nottoway Middle Nottoway County Public Schools
Orange County,Gordon-Barbour Elementary,N,292,Gordon-Barbour Elementary Orange County Public Schools
Orange County,Gordon-Barbour Elementary,Y,20,Gordon-Barbour Elementary Orange County Public Schools
Orange County,Lightfoot Elementary,N,235,Lightfoot Elementary Orange County Public Schools
Orange County,Lightfoot Elementary,Y,17,Lightfoot Elementary Orange County Public Schools
Orange County,Locust Grove Elementary,N,462,Locust Grove Elementary Orange County Public Schools
Orange County,Locust Grove Elementary,Y,19,Locust Grove Elementary Orange County Public Schools
Orange County,Locust Grove Middle,N,623,Locust Grove Middle Orange County Public Schools
Orange County,Locust Grove Middle,Y,23,Locust Grove Middle Orange County Public Schools
Orange County,Locust Grove Primary,N,405,Locust Grove Primary Orange County Public Schools
Orange County,Locust Grove Primary,Y,16,Locust Grove Primary Orange County Public Schools
Orange County,Orange County High,N,"1,479",Orange County High Orange County Public Schools
Orange County,Orange County High,Y,38,Orange County High Orange County Public Schools
Orange County,Orange Elementary,N,602,Orange Elementary Orange County Public Schools
Orange County,Orange Elementary,Y,39,Orange Elementary Orange County Public Schools
Orange County,Prospect Heights Middle,N,443,Prospect Heights Middle Orange County Public Schools
Orange County,Prospect Heights Middle,Y,21,Prospect Heights Middle Orange County Public Schools
Orange County,Unionville Elementary,N,215,Unionville Elementary Orange County Public Schools
Orange County,Unionville Elementary,Y,14,Unionville Elementary Orange County Public Schools
Page County,Luray Elementary,N,445,Luray Elementary Page County Public Schools
Page County,Luray Elementary,Y,19,Luray Elementary Page County Public Schools
Page County,Luray High,N,496,Luray High Page County Public Schools
Page County,Luray High,Y,,Luray High Page County Public Schools
Page County,Luray Middle,N,339,Luray Middle Page County Public Schools
Page County,Luray Middle,Y,,Luray Middle Page County Public Schools
Page County,Page County High,N,546,Page County High Page County Public Schools
Page County,Page County High,Y,,Page County High Page County Public Schools
Page County,Page County Middle,N,372,Page County Middle Page County Public Schools
Page County,Page County Middle,Y,,Page County Middle Page County Public Schools
Page County,Shenandoah Elementary,N,307,Shenandoah Elementary Page County Public Schools
Page County,Springfield Elementary,N,219,Springfield Elementary Page County Public Schools
Page County,Stanley Elementary,N,363,Stanley Elementary Page County Public Schools
Page County,Stanley Elementary,Y,,Stanley Elementary Page County Public Schools
Patrick County,Blue Ridge Elementary,N,246,Blue Ridge Elementary Patrick County Public Schools
Patrick County,Blue Ridge Elementary,Y,,Blue Ridge Elementary Patrick County Public Schools
Patrick County,Hardin Reynolds Memorial School,N,213,Hardin Reynolds Memorial School Patrick County Public Schools
Patrick County,Hardin Reynolds Memorial School,Y,,Hardin Reynolds Memorial School Patrick County Public Schools
Patrick County,Meadows of Dan Elementary,N,422,Meadows of Dan Elementary Patrick County Public Schools
Patrick County,Meadows of Dan Elementary,Y,,Meadows of Dan Elementary Patrick County Public Schools
Patrick County,Patrick County High,N,845,Patrick County High Patrick County Public Schools
Patrick County,Patrick County High,Y,15,Patrick County High Patrick County Public Schools
Patrick County,Patrick Springs Primary,N,253,Patrick Springs Primary Patrick County Public Schools
Patrick County,Patrick Springs Primary,Y,,Patrick Springs Primary Patrick County Public Schools
Patrick County,Stuart Elementary,N,359,Stuart Elementary Patrick County Public Schools
Patrick County,Stuart Elementary,Y,18,Stuart Elementary Patrick County Public Schools
Patrick County,Woolwine Elementary,N,139,Woolwine Elementary Patrick County Public Schools
Patrick County,Woolwine Elementary,Y,,Woolwine Elementary Patrick County Public Schools
Petersburg City,Cool Spring Elementary,N,511,Cool Spring Elementary Petersburg City Public Schools
Petersburg City,Cool Spring Elementary,Y,10,Cool Spring Elementary Petersburg City Public Schools
Petersburg City,Lakemont Elementary,N,289,Lakemont Elementary Petersburg City Public Schools
Petersburg City,Lakemont Elementary,Y,50,Lakemont Elementary Petersburg City Public Schools
Petersburg City,Petersburg High,N,977,Petersburg High Petersburg City Public Schools
Petersburg City,Petersburg High,Y,26,Petersburg High Petersburg City Public Schools
Petersburg City,Pleasants Lane Elementary,N,506,Pleasants Lane Elementary Petersburg City Public Schools
Petersburg City,Pleasants Lane Elementary,Y,17,Pleasants Lane Elementary Petersburg City Public Schools
Petersburg City,Vernon Johns Middle,N,862,Vernon Johns Middle Petersburg City Public Schools
Petersburg City,Vernon Johns Middle,Y,47,Vernon Johns Middle Petersburg City Public Schools
Petersburg City,Walnut Hill Elementary,N,521,Walnut Hill Elementary Petersburg City Public Schools
Petersburg City,Walnut Hill Elementary,Y,,Walnut Hill Elementary Petersburg City Public Schools
Petersburg City,Westview Early Childhood Education Center,N,323,Westview Early Childhood Education Center Petersburg City Public Schools
Petersburg City,Westview Early Childhood Education Center,Y,,Westview Early Childhood Education Center Petersburg City Public Schools
Pittsylvania County,Brosville Elementary,N,197,Brosville Elementary Pittsylvania County Public Schools
Pittsylvania County,Brosville Elementary,Y,13,Brosville Elementary Pittsylvania County Public Schools
Pittsylvania County,Chatham Elementary,N,225,Chatham Elementary Pittsylvania County Public Schools
Pittsylvania County,Chatham Elementary,Y,14,Chatham Elementary Pittsylvania County Public Schools
Pittsylvania County,Chatham High,N,607,Chatham High Pittsylvania County Public Schools
Pittsylvania County,Chatham High,Y,,Chatham High Pittsylvania County Public Schools
Pittsylvania County,Chatham Middle,N,450,Chatham Middle Pittsylvania County Public Schools
Pittsylvania County,Chatham Middle,Y,,Chatham Middle Pittsylvania County Public Schools
Pittsylvania County,Dan River High,N,620,Dan River High Pittsylvania County Public Schools
Pittsylvania County,Dan River High,Y,,Dan River High Pittsylvania County Public Schools
Pittsylvania County,Dan River Middle,N,434,Dan River Middle Pittsylvania County Public Schools
Pittsylvania County,Dan River Middle,Y,,Dan River Middle Pittsylvania County Public Schools
Pittsylvania County,Gretna Elementary,N,451,Gretna Elementary Pittsylvania County Public Schools
Pittsylvania County,Gretna Elementary,Y,12,Gretna Elementary Pittsylvania County Public Schools
Pittsylvania County,Gretna High,N,549,Gretna High Pittsylvania County Public Schools
Pittsylvania County,Gretna High,Y,,Gretna High Pittsylvania County Public Schools
Pittsylvania County,Gretna Middle,N,398,Gretna Middle Pittsylvania County Public Schools
Pittsylvania County,Gretna Middle,Y,,Gretna Middle Pittsylvania County Public Schools
Pittsylvania County,John L. Hurt Elementary,N,231,John L. Hurt Elementary Pittsylvania County Public Schools
Pittsylvania County,John L. Hurt Elementary,Y,,John L. Hurt Elementary Pittsylvania County Public Schools
Pittsylvania County,Kentuck Elementary,N,493,Kentuck Elementary Pittsylvania County Public Schools
Pittsylvania County,Kentuck Elementary,Y,,Kentuck Elementary Pittsylvania County Public Schools
Pittsylvania County,Mount Airy Elementary,N,127,Mount Airy Elementary Pittsylvania County Public Schools
Pittsylvania County,Mount Airy Elementary,Y,,Mount Airy Elementary Pittsylvania County Public Schools
Pittsylvania County,Southside Elementary,N,382,Southside Elementary Pittsylvania County Public Schools
Pittsylvania County,Southside Elementary,Y,,Southside Elementary Pittsylvania County Public Schools
Pittsylvania County,Stony Mill Elementary,N,378,Stony Mill Elementary Pittsylvania County Public Schools
Pittsylvania County,Stony Mill Elementary,Y,23,Stony Mill Elementary Pittsylvania County Public Schools
Pittsylvania County,Tunstall High,N,815,Tunstall High Pittsylvania County Public Schools
Pittsylvania County,Tunstall High,Y,13,Tunstall High Pittsylvania County Public Schools
Pittsylvania County,Tunstall Middle,N,554,Tunstall Middle Pittsylvania County Public Schools
