Division Name,School Name,Foster Care,Total Count,Sch_Div
Chesterfield County,Matoaca Elementary,Y,3,Matoaca Elementary Chesterfield County Public Schools
Chesterfield County,Matoaca High,N,"1,651",Matoaca High Chesterfield County Public Schools
Chesterfield County,Matoaca High,Y,1,Matoaca High Chesterfield County Public Schools
Chesterfield County,Matoaca Middle,N,917,Matoaca Middle Chesterfield County Public Schools
Chesterfield County,Matoaca Middle,Y,2,Matoaca Middle Chesterfield County Public Schools
Chesterfield County,Meadowbrook High,N,"2,092",Meadowbrook High Chesterfield County Public Schools
Chesterfield County,Midlothian High,N,"1,994",Midlothian High Chesterfield County Public Schools
Chesterfield County,Midlothian Middle,N,"1,353",Midlothian Middle Chesterfield County Public Schools
Chesterfield County,Monacan High,N,"1,598",Monacan High Chesterfield County Public Schools
Chesterfield County,Monacan High,Y,14,Monacan High Chesterfield County Public Schools
Chesterfield County,O.B. Gates Elementary,N,555,O.B. Gates Elementary Chesterfield County Public Schools
Chesterfield County,Old Hundred Elementary,N,906,Old Hundred Elementary Chesterfield County Public Schools
Chesterfield County,Providence Elementary,N,626,Providence Elementary Chesterfield County Public Schools
Chesterfield County,Providence Middle,N,"1,048",Providence Middle Chesterfield County Public Schools
Chesterfield County,Reams Road Elementary,N,560,Reams Road Elementary Chesterfield County Public Schools
Chesterfield County,Robious Elementary,N,663,Robious Elementary Chesterfield County Public Schools
Chesterfield County,Robious Middle,N,"1,153",Robious Middle Chesterfield County Public Schools
Chesterfield County,Salem Church Elementary,N,517,Salem Church Elementary Chesterfield County Public Schools
Chesterfield County,Salem Church Elementary,Y,1,Salem Church Elementary Chesterfield County Public Schools
Chesterfield County,Salem Church Middle,N,890,Salem Church Middle Chesterfield County Public Schools
Chesterfield County,Salem Church Middle,Y,1,Salem Church Middle Chesterfield County Public Schools
Chesterfield County,Spring Run Elementary,N,875,Spring Run Elementary Chesterfield County Public Schools
Chesterfield County,Spring Run Elementary,Y,1,Spring Run Elementary Chesterfield County Public Schools
Chesterfield County,Swift Creek Elementary,N,621,Swift Creek Elementary Chesterfield County Public Schools
Chesterfield County,Swift Creek Middle,N,"1,107",Swift Creek Middle Chesterfield County Public Schools
Chesterfield County,Swift Creek Middle,Y,1,Swift Creek Middle Chesterfield County Public Schools
Chesterfield County,Thelma Crenshaw Elementary,N,664,Thelma Crenshaw Elementary Chesterfield County Public Schools
Chesterfield County,Thelma Crenshaw Elementary,Y,9,Thelma Crenshaw Elementary Chesterfield County Public Schools
Chesterfield County,Thomas Dale High,N,"2,562",Thomas Dale High Chesterfield County Public Schools
Chesterfield County,Thomas Dale High,Y,11,Thomas Dale High Chesterfield County Public Schools
Chesterfield County,Tomahawk Creek Middle,N,"1,628",Tomahawk Creek Middle Chesterfield County Public Schools
Chesterfield County,W.W. Gordon Elementary,N,581,W.W. Gordon Elementary Chesterfield County Public Schools
Chesterfield County,Winterpock Elementary,N,"1,309",Winterpock Elementary Chesterfield County Public Schools
Chesterfield County,Woolridge Elementary,N,819,Woolridge Elementary Chesterfield County Public Schools
Clarke County,Boyce Elementary,N,306,Boyce Elementary Clarke County Public Schools
Clarke County,Boyce Elementary,Y,1,Boyce Elementary Clarke County Public Schools
Clarke County,Clarke County High,N,680,Clarke County High Clarke County Public Schools
Clarke County,D.G. Cooley Elementary,N,429,D.G. Cooley Elementary Clarke County Public Schools
Clarke County,D.G. Cooley Elementary,Y,2,D.G. Cooley Elementary Clarke County Public Schools
Clarke County,Johnson-Williams Middle,N,416,Johnson-Williams Middle Clarke County Public Schools
Clarke County,Johnson-Williams Middle,Y,1,Johnson-Williams Middle Clarke County Public Schools
Colonial Beach,Colonial Beach Elementary,N,390,Colonial Beach Elementary Colonial Beach Public Schools
Colonial Beach,Colonial Beach High,N,235,Colonial Beach High Colonial Beach Public Schools
Colonial Heights City,Colonial Heights High,N,832,Colonial Heights High Colonial Heights City Public Schools
Colonial Heights City,Colonial Heights High,Y,2,Colonial Heights High Colonial Heights City Public Schools
Colonial Heights City,Colonial Heights Middle,N,652,Colonial Heights Middle Colonial Heights City Public Schools
Colonial Heights City,Colonial Heights Middle,Y,2,Colonial Heights Middle Colonial Heights City Public Schools
Colonial Heights City,Lakeview Elementary,N,391,Lakeview Elementary Colonial Heights City Public Schools
Colonial Heights City,North Elementary,N,319,North Elementary Colonial Heights City Public Schools
Colonial Heights City,Tussing Elementary,N,584,Tussing Elementary Colonial Heights City Public Schools
Colonial Heights City,Tussing Elementary,Y,4,Tussing Elementary Colonial Heights City Public Schools
Covington City,Covington High,N,348,Covington High Covington City Public Schools
Covington City,Covington High,Y,1,Covington High Covington City Public Schools
Covington City,Edgemont Primary,N,314,Edgemont Primary Covington City Public Schools
Covington City,Edgemont Primary,Y,1,Edgemont Primary Covington City Public Schools
Covington City,Jeter-Watson Intermediate,N,302,Jeter-Watson Intermediate Covington City Public Schools
Craig County,Craig County High,N,296,Craig County High Craig County Public Schools
Craig County,Craig County High,Y,4,Craig County High Craig County Public Schools
Craig County,McCleary Elementary,N,208,McCleary Elementary Craig County Public Schools
Craig County,McCleary Elementary,Y,5,McCleary Elementary Craig County Public Schools
Culpeper County,A.G. Richardson Elementary,N,542,A.G. Richardson Elementary Culpeper County Public Schools
Culpeper County,Culpeper County High,N,"1,197",Culpeper County High Culpeper County Public Schools
Culpeper County,Culpeper County High,Y,5,Culpeper County High Culpeper County Public Schools
Culpeper County,Culpeper Middle,N,"1,097",Culpeper Middle Culpeper County Public Schools
Culpeper County,Culpeper Middle,Y,3,Culpeper Middle Culpeper County Public Schools
Culpeper County,Eastern View High,N,"1,551",Eastern View High Culpeper County Public Schools
Culpeper County,Eastern View High,Y,8,Eastern View High Culpeper County Public Schools
Culpeper County,Emerald Hill Elementary,N,687,Emerald Hill Elementary Culpeper County Public Schools
Culpeper County,Farmington Elementary,N,490,Farmington Elementary Culpeper County Public Schools
Culpeper County,Farmington Elementary,Y,1,Farmington Elementary Culpeper County Public Schools
Culpeper County,Floyd T. Binns Middle,N,834,Floyd T. Binns Middle Culpeper County Public Schools
Culpeper County,Floyd T. Binns Middle,Y,2,Floyd T. Binns Middle Culpeper County Public Schools
Culpeper County,Galbreath-Marshall Building,N,3,Galbreath-Marshall Building Culpeper County Public Schools
Culpeper County,Pearl Sample Elementary,N,599,Pearl Sample Elementary Culpeper County Public Schools
Culpeper County,Sycamore Park Elementary,N,694,Sycamore Park Elementary Culpeper County Public Schools
Culpeper County,Sycamore Park Elementary,Y,2,Sycamore Park Elementary Culpeper County Public Schools
Culpeper County,Yowell Elementary,N,650,Yowell Elementary Culpeper County Public Schools
Culpeper County,Yowell Elementary,Y,1,Yowell Elementary Culpeper County Public Schools
Cumberland County,Cumberland Elementary,N,490,Cumberland Elementary Cumberland County Public Schools
Cumberland County,Cumberland Elementary,Y,2,Cumberland Elementary Cumberland County Public Schools
Cumberland County,Cumberland High,N,368,Cumberland High Cumberland County Public Schools
Cumberland County,Cumberland High,Y,3,Cumberland High Cumberland County Public Schools
Cumberland County,Cumberland Middle,N,344,Cumberland Middle Cumberland County Public Schools
Cumberland County,Cumberland Middle,Y,1,Cumberland Middle Cumberland County Public Schools
Danville City,Edwin A. Gibson Elementary,N,534,Edwin A. Gibson Elementary Danville City Public Schools
Danville City,Forest Hills Elementary,N,225,Forest Hills Elementary Danville City Public Schools
Danville City,G.L.H. Johnson Elementary,N,515,G.L.H. Johnson Elementary Danville City Public Schools
Danville City,G.L.H. Johnson Elementary,Y,1,G.L.H. Johnson Elementary Danville City Public Schools
Danville City,Galileo Magnet High,N,250,Galileo Magnet High Danville City Public Schools
Danville City,Galileo Magnet High,Y,1,Galileo Magnet High Danville City Public Schools
Danville City,George Washington High,N,"1,364",George Washington High Danville City Public Schools
Danville City,George Washington High,Y,11,George Washington High Danville City Public Schools
Danville City,Grove Park Preschool,N,118,Grove Park Preschool Danville City Public Schools
Danville City,Grove Park Preschool,Y,1,Grove Park Preschool Danville City Public Schools
Danville City,O. Trent Bonner Middle,N,725,O. Trent Bonner Middle Danville City Public Schools
Danville City,O. Trent Bonner Middle,Y,1,O. Trent Bonner Middle Danville City Public Schools
Danville City,Park Avenue Elementary,N,391,Park Avenue Elementary Danville City Public Schools
Danville City,Park Avenue Elementary,Y,3,Park Avenue Elementary Danville City Public Schools
Danville City,Schoolfield Elementary,N,502,Schoolfield Elementary Danville City Public Schools
Danville City,Schoolfield Elementary,Y,2,Schoolfield Elementary Danville City Public Schools
Danville City,The Northside Preschool,N,134,The Northside Preschool Danville City Public Schools
Danville City,Westwood Middle,N,560,Westwood Middle Danville City Public Schools
Danville City,Westwood Middle,Y,1,Westwood Middle Danville City Public Schools
Danville City,Woodberry Hills Elementary,N,397,Woodberry Hills Elementary Danville City Public Schools
Dickenson County,Clintwood Elementary,N,422,Clintwood Elementary Dickenson County Public Schools
Dickenson County,Clintwood Elementary,Y,1,Clintwood Elementary Dickenson County Public Schools
Dickenson County,Ervinton Elementary,N,143,Ervinton Elementary Dickenson County Public Schools
Dickenson County,Ridgeview High,N,598,Ridgeview High Dickenson County Public Schools
Dickenson County,Ridgeview High,Y,4,Ridgeview High Dickenson County Public Schools
Dickenson County,Ridgeview Middle,N,421,Ridgeview Middle Dickenson County Public Schools
Dickenson County,Ridgeview Middle,Y,2,Ridgeview Middle Dickenson County Public Schools
Dickenson County,Sandlick Elementary,N,373,Sandlick Elementary Dickenson County Public Schools
Dickenson County,Sandlick Elementary,Y,1,Sandlick Elementary Dickenson County Public Schools
Dinwiddie County,Dinwiddie County High,N,"1,292",Dinwiddie County High Dinwiddie County Public Schools
Dinwiddie County,Dinwiddie County High,Y,5,Dinwiddie County High Dinwiddie County Public Schools
Dinwiddie County,Dinwiddie County Middle,N,933,Dinwiddie County Middle Dinwiddie County Public Schools
Dinwiddie County,Dinwiddie County Middle,Y,2,Dinwiddie County Middle Dinwiddie County Public Schools
Dinwiddie County,Dinwiddie Elementary,N,340,Dinwiddie Elementary Dinwiddie County Public Schools
Dinwiddie County,Dinwiddie Elementary,Y,2,Dinwiddie Elementary Dinwiddie County Public Schools
Dinwiddie County,Midway Elementary,N,358,Midway Elementary Dinwiddie County Public Schools
Dinwiddie County,Southside Elementary,N,455,Southside Elementary Dinwiddie County Public Schools
Dinwiddie County,Sunnyside Elementary,N,260,Sunnyside Elementary Dinwiddie County Public Schools
Dinwiddie County,Sunnyside Elementary,Y,3,Sunnyside Elementary Dinwiddie County Public Schools
Dinwiddie County,Sutherland Elementary,N,536,Sutherland Elementary Dinwiddie County Public Schools
Dinwiddie County,Sutherland Elementary,Y,3,Sutherland Elementary Dinwiddie County Public Schools
Essex County,Essex High,N,508,Essex High Essex County Public Schools
Essex County,James H. Cary Intermediate,N,363,James H. Cary Intermediate Essex County Public Schools
Essex County,James H. Cary Intermediate,Y,2,James H. Cary Intermediate Essex County Public Schools
Essex County,Tappahannock Elementary,N,519,Tappahannock Elementary Essex County Public Schools
Essex County,Tappahannock Elementary,Y,1,Tappahannock Elementary Essex County Public Schools
Fairfax County,Aldrin Elementary,N,503,Aldrin Elementary Fairfax County Public Schools
Fairfax County,Annandale High,N,"2,246",Annandale High Fairfax County Public Schools
Fairfax County,Annandale High,Y,8,Annandale High Fairfax County Public Schools
Fairfax County,Annandale Terrace Elementary,N,647,Annandale Terrace Elementary Fairfax County Public Schools
Fairfax County,Archer Elementary,N,510,Archer Elementary Fairfax County Public Schools
Fairfax County,Armstrong Elementary,N,356,Armstrong Elementary Fairfax County Public Schools
Fairfax County,Bailey's Elementary School for the Arts and Sciences,N,796,Bailey's Elementary School for the Arts and Sciences Fairfax County Public Schools
Fairfax County,Bailey's Upper Elementary School for the Arts and Sciences,N,519,Bailey's Upper Elementary School for the Arts and Sciences Fairfax County Public Schools
Fairfax County,Beech Tree Elementary,N,364,Beech Tree Elementary Fairfax County Public Schools
Fairfax County,Beech Tree Elementary,Y,1,Beech Tree Elementary Fairfax County Public Schools
Fairfax County,Belle View Elementary,N,413,Belle View Elementary Fairfax County Public Schools
Fairfax County,Belle View Elementary,Y,1,Belle View Elementary Fairfax County Public Schools
Fairfax County,Belvedere Elementary,N,554,Belvedere Elementary Fairfax County Public Schools
Fairfax County,Bonnie Brae Elementary,N,794,Bonnie Brae Elementary Fairfax County Public Schools
Fairfax County,Braddock Elementary,N,856,Braddock Elementary Fairfax County Public Schools
Fairfax County,Braddock Elementary,Y,1,Braddock Elementary Fairfax County Public Schools
Fairfax County,Bren Mar Park Elementary,N,449,Bren Mar Park Elementary Fairfax County Public Schools
Fairfax County,Brookfield Elementary,N,739,Brookfield Elementary Fairfax County Public Schools
Fairfax County,Brookfield Elementary,Y,1,Brookfield Elementary Fairfax County Public Schools
Fairfax County,Bryant High,N,136,Bryant High Fairfax County Public Schools
Fairfax County,Bryant High,Y,4,Bryant High Fairfax County Public Schools
Fairfax County,Bucknell Elementary,N,261,Bucknell Elementary Fairfax County Public Schools
Fairfax County,Bull Run Early Childhood Resource Center,N,171,Bull Run Early Childhood Resource Center Fairfax County Public Schools
Fairfax County,Bull Run Elementary,N,718,Bull Run Elementary Fairfax County Public Schools
Fairfax County,Bush Hill Elementary,N,638,Bush Hill Elementary Fairfax County Public Schools
Fairfax County,Camelot Elementary,N,588,Camelot Elementary Fairfax County Public Schools
Fairfax County,Cameron Elementary,N,492,Cameron Elementary Fairfax County Public Schools
Fairfax County,Canterbury Woods Elementary,N,783,Canterbury Woods Elementary Fairfax County Public Schools
Fairfax County,Cardinal Forest Elementary,N,586,Cardinal Forest Elementary Fairfax County Public Schools
Fairfax County,Cardinal Forest Elementary,Y,1,Cardinal Forest Elementary Fairfax County Public Schools
Fairfax County,Carson Middle,N,"1,448",Carson Middle Fairfax County Public Schools
Fairfax County,Carson Middle,Y,1,Carson Middle Fairfax County Public Schools
Fairfax County,Centre Ridge Elementary,N,702,Centre Ridge Elementary Fairfax County Public Schools
Fairfax County,Centreville Elementary,N,789,Centreville Elementary Fairfax County Public Schools
Fairfax County,Centreville Elementary,Y,3,Centreville Elementary Fairfax County Public Schools
Fairfax County,Centreville High,N,"2,590",Centreville High Fairfax County Public Schools
Fairfax County,Chantilly High,N,"2,960",Chantilly High Fairfax County Public Schools
Fairfax County,Chantilly High,Y,5,Chantilly High Fairfax County Public Schools
Fairfax County,Cherry Run Elementary,N,427,Cherry Run Elementary Fairfax County Public Schools
Fairfax County,Chesterbrook Elementary,N,578,Chesterbrook Elementary Fairfax County Public Schools
Fairfax County,Churchill Road Elementary,N,619,Churchill Road Elementary Fairfax County Public Schools
Fairfax County,Clearview Elementary,N,599,Clearview Elementary Fairfax County Public Schools
Fairfax County,Clermont Elementary,N,539,Clermont Elementary Fairfax County Public Schools
Fairfax County,Clermont Elementary,Y,1,Clermont Elementary Fairfax County Public Schools
Fairfax County,Coates Elementary,N,763,Coates Elementary Fairfax County Public Schools
Fairfax County,Columbia Elementary,N,410,Columbia Elementary Fairfax County Public Schools
Fairfax County,Colvin Run Elementary,N,771,Colvin Run Elementary Fairfax County Public Schools
Fairfax County,Cooper Middle,N,"1,000",Cooper Middle Fairfax County Public Schools
Fairfax County,Cooper Middle,Y,1,Cooper Middle Fairfax County Public Schools
Fairfax County,Crestwood Elementary,N,566,Crestwood Elementary Fairfax County Public Schools
Fairfax County,Crossfield Elementary,N,566,Crossfield Elementary Fairfax County Public Schools
Fairfax County,Cub Run Elementary,N,569,Cub Run Elementary Fairfax County Public Schools
Fairfax County,Cunningham Park Elementary,N,427,Cunningham Park Elementary Fairfax County Public Schools
Fairfax County,Daniels Run Elementary,N,777,Daniels Run Elementary Fairfax County Public Schools
Fairfax County,Deer Park Elementary,N,566,Deer Park Elementary Fairfax County Public Schools
Fairfax County,Dogwood Elementary,N,654,Dogwood Elementary Fairfax County Public Schools
Fairfax County,Dranesville Elementary,N,616,Dranesville Elementary Fairfax County Public Schools
Fairfax County,Dranesville Elementary,Y,1,Dranesville Elementary Fairfax County Public Schools
Fairfax County,Dunn Loring Early Childhood Resource Center,N,182,Dunn Loring Early Childhood Resource Center Fairfax County Public Schools
Fairfax County,Eagle View Elementary,N,596,Eagle View Elementary Fairfax County Public Schools
Fairfax County,Edison High,N,"2,189",Edison High Fairfax County Public Schools
Fairfax County,Edison High,Y,3,Edison High Fairfax County Public Schools
Fairfax County,Fairfax County Adult High,N,141,Fairfax County Adult High Fairfax County Public Schools
Fairfax County,Fairfax County Adult High,Y,1,Fairfax County Adult High Fairfax County Public Schools
Fairfax County,Fairfax High,N,"2,303",Fairfax High Fairfax County Public Schools
Fairfax County,Fairfax High,Y,5,Fairfax High Fairfax County Public Schools
Fairfax County,Fairfax Villa Elementary,N,514,Fairfax Villa Elementary Fairfax County Public Schools
Fairfax County,Fairhill Elementary,N,526,Fairhill Elementary Fairfax County Public Schools
Fairfax County,Fairview Elementary,N,719,Fairview Elementary Fairfax County Public Schools
Fairfax County,Fairview Elementary,Y,1,Fairview Elementary Fairfax County Public Schools
Fairfax County,Falls Church High,N,"1,981",Falls Church High Fairfax County Public Schools
Fairfax County,Falls Church High,Y,7,Falls Church High Fairfax County Public Schools
Fairfax County,Flint Hill Elementary,N,646,Flint Hill Elementary Fairfax County Public Schools
Fairfax County,Floris Elementary,N,710,Floris Elementary Fairfax County Public Schools
Fairfax County,Forest Edge Elementary,N,475,Forest Edge Elementary Fairfax County Public Schools
Fairfax County,Forest Edge Elementary,Y,1,Forest Edge Elementary Fairfax County Public Schools
Fairfax County,Forestdale Elementary,N,520,Forestdale Elementary Fairfax County Public Schools
Fairfax County,Forestdale Elementary,Y,1,Forestdale Elementary Fairfax County Public Schools
Fairfax County,Forestville Elementary,N,561,Forestville Elementary Fairfax County Public Schools
Fairfax County,Fort Belvoir Elementary,N,717,Fort Belvoir Elementary Fairfax County Public Schools
Fairfax County,Fort Belvoir Upper Elementary,N,670,Fort Belvoir Upper Elementary Fairfax County Public Schools
Fairfax County,Fort Hunt Elementary,N,506,Fort Hunt Elementary Fairfax County Public Schools
Fairfax County,Fort Hunt Elementary,Y,1,Fort Hunt Elementary Fairfax County Public Schools
Fairfax County,Fox Mill Elementary,N,582,Fox Mill Elementary Fairfax County Public Schools
Fairfax County,Fox Mill Elementary,Y,1,Fox Mill Elementary Fairfax County Public Schools
Fairfax County,Franconia Elementary,N,533,Franconia Elementary Fairfax County Public Schools
Fairfax County,Franklin Middle,N,880,Franklin Middle Fairfax County Public Schools
Fairfax County,Freedom Hill Elementary,N,494,Freedom Hill Elementary Fairfax County Public Schools
Fairfax County,Frost Middle,N,"1,213",Frost Middle Fairfax County Public Schools
Fairfax County,Garfield Elementary,N,321,Garfield Elementary Fairfax County Public Schools
Fairfax County,Glasgow Middle,N,"1,838",Glasgow Middle Fairfax County Public Schools
Fairfax County,Glasgow Middle,Y,1,Glasgow Middle Fairfax County Public Schools
Fairfax County,Glen Forest Elementary,N,877,Glen Forest Elementary Fairfax County Public Schools
Fairfax County,Glen Forest Elementary,Y,2,Glen Forest Elementary Fairfax County Public Schools
Fairfax County,Graham Road Elementary,N,387,Graham Road Elementary Fairfax County Public Schools
Fairfax County,Great Falls Elementary,N,525,Great Falls Elementary Fairfax County Public Schools
Fairfax County,Greenbriar East Elementary,N,919,Greenbriar East Elementary Fairfax County Public Schools
Fairfax County,Greenbriar West Elementary,N,635,Greenbriar West Elementary Fairfax County Public Schools
Fairfax County,Groveton Elementary,N,752,Groveton Elementary Fairfax County Public Schools
Fairfax County,Groveton Elementary,Y,1,Groveton Elementary Fairfax County Public Schools
Fairfax County,Gunston Elementary,N,536,Gunston Elementary Fairfax County Public Schools
Fairfax County,Halley Elementary,N,593,Halley Elementary Fairfax County Public Schools
Fairfax County,Haycock Elementary,N,890,Haycock Elementary Fairfax County Public Schools
Fairfax County,Hayfield Elementary,N,659,Hayfield Elementary Fairfax County Public Schools
Fairfax County,Hayfield Elementary,Y,1,Hayfield Elementary Fairfax County Public Schools
Fairfax County,Hayfield Secondary,N,"3,089",Hayfield Secondary Fairfax County Public Schools
Fairfax County,Hayfield Secondary,Y,9,Hayfield Secondary Fairfax County Public Schools
Fairfax County,Herndon Elementary,N,760,Herndon Elementary Fairfax County Public Schools
Fairfax County,Herndon Elementary,Y,3,Herndon Elementary Fairfax County Public Schools
Fairfax County,Herndon High,N,"2,315",Herndon High Fairfax County Public Schools
Fairfax County,Herndon High,Y,5,Herndon High Fairfax County Public Schools
Fairfax County,Herndon Middle,N,"1,073",Herndon Middle Fairfax County Public Schools
Fairfax County,Herndon Middle,Y,2,Herndon Middle Fairfax County Public Schools
Fairfax County,Hollin Meadows Elementary,N,616,Hollin Meadows Elementary Fairfax County Public Schools
Fairfax County,Hollin Meadows Elementary,Y,1,Hollin Meadows Elementary Fairfax County Public Schools
Fairfax County,Holmes Middle,N,917,Holmes Middle Fairfax County Public Schools
Fairfax County,Hughes Middle,N,975,Hughes Middle Fairfax County Public Schools
Fairfax County,Hughes Middle,Y,1,Hughes Middle Fairfax County Public Schools
Fairfax County,Hunt Valley Elementary,N,666,Hunt Valley Elementary Fairfax County Public Schools
Fairfax County,Hunt Valley Elementary,Y,1,Hunt Valley Elementary Fairfax County Public Schools
Fairfax County,Hunters Woods Elementary School for the Arts and Sciences,N,734,Hunters Woods Elementary School for the Arts and Sciences Fairfax County Public Schools
Fairfax County,Hunters Woods Elementary School for the Arts and Sciences,Y,1,Hunters Woods Elementary School for the Arts and Sciences Fairfax County Public Schools
Fairfax County,Hutchison Elementary,N,"1,066",Hutchison Elementary Fairfax County Public Schools
Fairfax County,Hutchison Elementary,Y,1,Hutchison Elementary Fairfax County Public Schools
Fairfax County,Hybla Valley Elementary,N,888,Hybla Valley Elementary Fairfax County Public Schools
Fairfax County,Irving Middle,N,"1,229",Irving Middle Fairfax County Public Schools
Fairfax County,Island Creek Elementary,N,706,Island Creek Elementary Fairfax County Public Schools
Fairfax County,Island Creek Elementary,Y,4,Island Creek Elementary Fairfax County Public Schools
Fairfax County,Jackson Middle,N,"1,097",Jackson Middle Fairfax County Public Schools
Fairfax County,Jackson Middle,Y,1,Jackson Middle Fairfax County Public Schools
Fairfax County,Johnson Middle,N,"1,075",Johnson Middle Fairfax County Public Schools
Fairfax County,Justice High,N,"2,222",Justice High Fairfax County Public Schools
Fairfax County,Justice High,Y,5,Justice High Fairfax County Public Schools
Fairfax County,Keene Mill Elementary,N,753,Keene Mill Elementary Fairfax County Public Schools
Fairfax County,Kent Gardens Elementary,N,"1,024",Kent Gardens Elementary Fairfax County Public Schools
Fairfax County,Key Center,N,63,Key Center Fairfax County Public Schools
Fairfax County,Key Middle,N,745,Key Middle Fairfax County Public Schools
Fairfax County,Kilmer Center,N,53,Kilmer Center Fairfax County Public Schools
Fairfax County,Kilmer Middle,N,"1,133",Kilmer Middle Fairfax County Public Schools
Fairfax County,Kilmer Middle,Y,1,Kilmer Middle Fairfax County Public Schools
Fairfax County,Kings Glen Elementary,N,386,Kings Glen Elementary Fairfax County Public Schools
Fairfax County,Kings Glen Elementary,Y,3,Kings Glen Elementary Fairfax County Public Schools
Fairfax County,Kings Park Elementary,N,617,Kings Park Elementary Fairfax County Public Schools
Fairfax County,Lake Anne Elementary,N,562,Lake Anne Elementary Fairfax County Public Schools
Fairfax County,Lake Anne Elementary,Y,1,Lake Anne Elementary Fairfax County Public Schools
Fairfax County,Lake Braddock Secondary,N,"4,379",Lake Braddock Secondary Fairfax County Public Schools
Fairfax County,Lake Braddock Secondary,Y,2,Lake Braddock Secondary Fairfax County Public Schools
Fairfax County,Lane Elementary,N,717,Lane Elementary Fairfax County Public Schools
Fairfax County,Langley High,N,"2,049",Langley High Fairfax County Public Schools
Fairfax County,Laurel Hill Elementary,N,716,Laurel Hill Elementary Fairfax County Public Schools
Fairfax County,Laurel Ridge Elementary,N,780,Laurel Ridge Elementary Fairfax County Public Schools
Fairfax County,Laurel Ridge Elementary,Y,2,Laurel Ridge Elementary Fairfax County Public Schools
Fairfax County,Lees Corner Elementary,N,618,Lees Corner Elementary Fairfax County Public Schools
Fairfax County,Lemon Road Elementary,N,508,Lemon Road Elementary Fairfax County Public Schools
Fairfax County,Lewis High,N,"1,706",Lewis High Fairfax County Public Schools
Fairfax County,Liberty Middle,N,991,Liberty Middle Fairfax County Public Schools
Fairfax County,Little Run Elementary,N,295,Little Run Elementary Fairfax County Public Schools
Fairfax County,London Towne Elementary,N,766,London Towne Elementary Fairfax County Public Schools
Fairfax County,Longfellow Middle,N,"1,268",Longfellow Middle Fairfax County Public Schools
Fairfax County,Longfellow Middle,Y,1,Longfellow Middle Fairfax County Public Schools
Fairfax County,Lorton Station Elementary,N,753,Lorton Station Elementary Fairfax County Public Schools
Fairfax County,Lorton Station Elementary,Y,1,Lorton Station Elementary Fairfax County Public Schools
Fairfax County,Lynbrook Elementary,N,589,Lynbrook Elementary Fairfax County Public Schools
Fairfax County,Lynbrook Elementary,Y,1,Lynbrook Elementary Fairfax County Public Schools
Fairfax County,Madison High,N,"2,213",Madison High Fairfax County Public Schools
Fairfax County,Mantua Elementary,N,943,Mantua Elementary Fairfax County Public Schools
Fairfax County,Marshall High,N,"2,073",Marshall High Fairfax County Public Schools
Fairfax County,Marshall Road Elementary,N,665,Marshall Road Elementary Fairfax County Public Schools
Fairfax County,Mason Crest Elementary,N,614,Mason Crest Elementary Fairfax County Public Schools
Fairfax County,McLean High,N,"2,368",McLean High Fairfax County Public Schools
Fairfax County,McNair Elementary,N,551,McNair Elementary Fairfax County Public Schools
Fairfax County,McNair Upper Elementary,N,626,McNair Upper Elementary Fairfax County Public Schools
Fairfax County,Mosaic Elementary,N,897,Mosaic Elementary Fairfax County Public Schools
Fairfax County,Mount Eagle Elementary,N,331,Mount Eagle Elementary Fairfax County Public Schools
Fairfax County,Mount Vernon High,N,"1,962",Mount Vernon High Fairfax County Public Schools
Fairfax County,Mount Vernon High,Y,6,Mount Vernon High Fairfax County Public Schools
Fairfax County,Mount Vernon Woods Elementary,N,608,Mount Vernon Woods Elementary Fairfax County Public Schools
Fairfax County,Mount Vernon Woods Elementary,Y,1,Mount Vernon Woods Elementary Fairfax County Public Schools
Fairfax County,Mountain View High,N,152,Mountain View High Fairfax County Public Schools
Fairfax County,Mountain View High,Y,2,Mountain View High Fairfax County Public Schools
Fairfax County,Navy Elementary,N,911,Navy Elementary Fairfax County Public Schools
Fairfax County,Newington Forest Elementary,N,540,Newington Forest Elementary Fairfax County Public Schools
Fairfax County,North Springfield Elementary,N,455,North Springfield Elementary Fairfax County Public Schools
Fairfax County,North Springfield Elementary,Y,1,North Springfield Elementary Fairfax County Public Schools
Fairfax County,Oak Hill Elementary,N,683,Oak Hill Elementary Fairfax County Public Schools
Fairfax County,Oak View Elementary,N,779,Oak View Elementary Fairfax County Public Schools
Fairfax County,Oak View Elementary,Y,1,Oak View Elementary Fairfax County Public Schools
Fairfax County,Oakton Elementary,N,748,Oakton Elementary Fairfax County Public Schools
Fairfax County,Oakton Elementary,Y,1,Oakton Elementary Fairfax County Public Schools
Fairfax County,Oakton High,N,"2,637",Oakton High Fairfax County Public Schools
Fairfax County,Oakton High,Y,1,Oakton High Fairfax County Public Schools
Fairfax County,Olde Creek Elementary,N,339,Olde Creek Elementary Fairfax County Public Schools
Fairfax County,Orange Hunt Elementary,N,932,Orange Hunt Elementary Fairfax County Public Schools
Fairfax County,Parklawn Elementary,N,814,Parklawn Elementary Fairfax County Public Schools
Fairfax County,Pimmit Early Childhood Resource Center,N,39,Pimmit Early Childhood Resource Center Fairfax County Public Schools
Fairfax County,Pine Spring Elementary,N,620,Pine Spring Elementary Fairfax County Public Schools
Fairfax County,Poe Middle,N,870,Poe Middle Fairfax County Public Schools
Fairfax County,Poe Middle,Y,1,Poe Middle Fairfax County Public Schools
